12;A wave function is mathematical function describing the probability of an electron being in a ... place at any given moment.;certain;;
13;A wave function is mathematical function describing the probability of an electron being in a certain place at any given ....;moment;;
14;Electrons exist as excitation in the electron field around the ... in a standing wave.;nucleus;;
15;Electrons exist as excitation in the electron field around the nucleus in a ... wave.;standing;;
16;Electrons exist as ... in the electron field around the nucleus in a standing wave.;excitation;;
17;The simplest wave function is the � orbital.;s;;
18;The ... orbital is a spherical pattern of standing waves around the nucleus.;s;;
19;The s orbital is a ... pattern of standing waves around the nucleus.;spherical;;
20;The s orbital is a spherical pattern of ... waves around the nucleus.;standing;;
21;Every s orbital can contain � electrons.;2;;
22;Every s oribital is at its lowest energy when it contains ... electrons.;2;;
23;The 2s orbital is followed by the ... orbitals.;p;;
24;There are � axes to the p orbital.;three;;
25;Each axis of the p orbital can contain � electrons.;2;;
26;The p orbital can contain a maximum of � electrons.;6;;
27;The second shell contains orbitals 2s and �.;2p;;
28;The maximum number of possible electrons on the second shell is �.;8;;
29;Each electron shell is composed of one or more subshells called atomic �.;orbitals;;
30;The periodic table is a map to how atoms fill their �.;oribtals;;
31;The s and p orbitals can merge into hybrid � orbitals.;sp;;
32;When orbitals merge and try not to interact it is called orbital �.;hybridization;;
33;The sp3 hybridization forms a � shape.;tetrahedral;;
34;When the s orbital interacts with all three p orbitals it is called the � hybridization.;sp3;;
35;The shape of water molecules is the result of ... hybridization of oxygen atoms.;sp3;;
36;When a molecule forms a double bond it only hybridizes ... p orbitals with s orbital.;two;;
37;When a molecule forms a double bond it forms three � hybridized orbitals with an unhybridized p orbital sticking up from the center..;sp2;;
38;When a molecule forms a double bond it forms three sp2 hybridized orbitals with an ... p orbital sticking up from the center..;unhybridized;;
39;The sp2 orbitals in a double bonded molecule form a � plane.;trigonal;;
40;A trigonal plane has each sp2 orbital � away from each other.;120�;;
41;One of two bonds in a double bond has ... orbitals merging together in line with the nuclei, this is called the sigma bond.;sp2;;
42;One of two bonds in a double bond has sp2 orbitals merging together in line with the �, this is called the sigma bond.;nuclei;;
43;One of two bonds in a double bond has sp2 orbitals merging together in line with the nuclei, this is called the ... bond.;sigma;;
44;One of two bonds in a double bond forms from the unhybridized ... orbital sticking out above and below the nucleus.;p;;
45;One of two bonds in a double bond forms from the unhybridized p orbital sticking out ... and ... the nucleus.;above and below;;
46;In a double bond the unhybridized p orbitals merge to form a ... bond.;pi;;
47;In a triple bond two � bonds are formed.;pi;;
48;In a triple bond there is only one � bond.;sigma;;
49;... configurations determine the shape of molecules which influence their properties.;Orbital;;
50;Orbital configurations determine the ... of molecules which influence their properties.;shape;;
51;Orbital configurations ... the shape of molecules which influence their properties.;determine;;
nr #26;Liquids;answer;60;
1;Only � elements are liquid at room temperature.;2;;
2;Every � has a temperature and pressure at which it becomes liquid.;element;;
3;Molecules and atoms ... with each within substances.;interact;;
4;... forces are attractive forces between separate molecules.;Intermoleclular;;
5;Intermoleclular forces are ... forces between separate molecules.;attractive;;
6;Intermoleclular forces are attractive forces between ... molecules.;separate;;
7;Intermolecular forces are � than ionic or covalent bonds.;weaker;;
8;� � forces are attractions between temporary regions of high and low electron density in noble gases and nonpolar molecules.;London dispersion ;;
9;London dispersion forces are attractions between ... regions of high and low electron density in noble gases and nonpolar molecules.;temporary;;
10;London dispersion forces are attractions between temporary regions of high and low electron ... in noble gases and nonpolar molecules.;density;;
11;� ... forces occur in noble gases and nonpolar molecules.;London dispersion;;
12;London dispersion forces occur in ... gases and nonpolar molecules.;noble;;
13;London dispersion forces occur in noble gases and ... molecules.;nonpolar;;
14;London dispersion forces are the � of the intermolecular forces.;weakest;;
15;London dispersion forces allow �-... gases condense into liquids.;non-reactive;;
16;London dispersion forces allow non-reactive gases condense into �.;liquids;;
17;London dispersion forces allow non-reactive gases ... into liquids.;condense;;
18;�-... forces are attraction between the opposite partial charges in polar molecules.;Dipole-dipole;;
19;Dipole-dipole forces are attraction between the ... partial charges in polar molecules.;opposite;;
20;Dipole-dipole forces are attraction between the opposite partial charges in ... molecules.;polar;;
21;Hydrogen bonding is a special type of �-� force.;dipole-dipole;;
22;Hydrogen bonding is a dipole-dipole interaction between ... and strongly electronegative elements in polar molecules.;hydrogen;;
23;Hydrogen bonding is a dipole-dipole interaction between hydrogen and strongly ... elements in polar molecules.;electronegative;;
24;Hydrogen bonding is a dipole-dipole interaction between hydrogen and strongly electronegative elements in ... molecules.;polar;;
25;Hydrogen bonding elements include �, oxygen and fluorine.;nitrogen;;
26;Hydrogen bonding elements include nitrogen, ... and fluorine.;oxygen;;
27;Hydrogen bonding is classified as a bond due to the extremely strong � in the bonded molecules.;dipoles;;
28;Hydrogen bonds are the strongest interaction that occur between �.;molecules;;
29;The strongest interactions between molecules are � �.;hydrogen bonds;;
30;Condensed states include � and solids.;liquids;;
31;Condensed states include liquids and �.;solids;;
32;� states include liquids and solids.;Condensed;;
33;When a substances moleclues break free of a liquids surface they are called a �.;gas;;
34;Gases also experience � forces.;Intermoleclular;;
35;Intermolecular forces in gases are �.;weak;;
36;Due to the large distances between gas particles, gases have low density and are highly �.;compressible.;;
37;Particles in solids are very close together and have high density can be � only slightly.;compressed;;
38;Liquids are in between gases and solids, but have more in common to �.;solids;;
39;Cohesive forces in liquids merge them into the most � shape possible.;compact;;
40;� ... is the tendency of liquids to minimize their surface area due to intermolecular forces.;Surface tension;;
41;Surface tension is the tendency of ... to minimize their surface area due to intermolecular forces.;liquids;;
42;Surface tension is the tendency of liquids to ... their surface area due to intermolecular forces.;minimize;;
43;... is the resistance to flow.;Viscosity;;
44;Viscosity is the ... to flow.;resistance;;
45;Viscosity is the resistance to �.;flow;;
46;... action is the spontaneous rising of a liquid in a narrow tube due to cohesion and adhesion.;Capillary;;
47;Capillary action is the spontaneous rising of a ... In a narrow tube due to cohesion and adhesion.;liquid;;
48;Capillary action is the spontaneous rising of a liquid in a narrow tube due to � and �.;cohesion and adhesion.;;
49;... is the attraction of molecules in a liquid to their container due to intermolecular forces.;Adhesion;;
50;Adhesion is the attraction of molecules in a liquid to their ... due to intermolecular forces.;container;;
51;Adhesion is the ... of molecules in a liquid to their container due to intermolecular forces.;attraction;;
52;When liquid molecules are more attracted to the container they will form a ... meniscus.;concave;;
53;When liquid molecules are more ... to the container they will form a concave meniscus.;attracted;;
54;When moleclues in a liquid are attracted more to each other than the container they will form a ... meniscus.;convex;;
55;When moleclues in a liquid are attracted ... to each other than the container they will form a convex meniscus.;more;;
nr #27;Solutions;answer;70;
1;Air is a mixture of gases called a �.;solution;;
2;A ... is a mixutre in which the particles of a solute are dissolved in the particles of a solvent.;solution;;
3;A solution is a mixutre in which the particles of a ... are dissolved in the particles of a solvent.;solute;;
4;A solution is a mixutre in which the particles of a solute are dissolved in the particles of a �.;solvent;;
5;A ... is the substance that is dissolved.;solute;;
6;A solute is the substance that is �.;dissolved;;
7;A ... is the substance that does the dissolving.;solvent;;
8;A solvent is the substance that does the ....;dissolving;;
9;The qualities of soultions depend on � properties.;three;;
10;The qualities of solutions depend on ... structure, pressure and temperature.;molecular;;
11;The qualities of solutions depend on molecular structure, ... and temperature.;pressure;;
12;The qualities of solutions depend on molecular structure, pressure and �.;temperature;;
13;... is the measure of the amount of solute that will disslove per volume of solvent.;Solubility;;
14;Solubility is the measure of the ... of solute that will disslove per volume of solvent.;amount;;
15;Solubility is the measure of the amount of solute that will ... per volume of solvent.;disslove;;
16;Molarity is a way to describe a �.;solution;;
17;... is the number of moles of solute per liter of solution.;Molarity;;
18;Molarity is the number of ... of solute per liter of solution.;moles;;
19;Molarity is the number of moles of solute per ... of solution.;liter;;
20;The symbol for molarity is �.;M (capital);;
21;The unit of molarity is �.;mol/L;;
22;The unit mol/L is used for �.;molarity;;
23;... is the number of moles of solute per kilogram of solvent.;Molality;;
24;Molality is the number of moles of solute per ... of solvent.;kilogram;;
25;Molality is the number of moles of solute per kilogram of solvent.;mass;;
26;The symbol for molality is �.;m (small letter);;
27;The unit for molality is �.;mol/kg;;
28;The unit mol/kg is used for �.;molality;;
29;The ... percent of a soution is the mass of the solute divided by the mass of the solution all multiplied by 100.;mass;;
30;The mass percent of a soution is the mass of the solute ... by the mass of the solution all multiplied by 100.;divided;;
31;The mass percent of a soution is the mass of the solute divided by the mass of the solution all multiplied by �.;100;;
32;Not every solute is dissolved in every �.;solvent;;
33;The ... of a molecule determines whether it is soluble in given solute.;structure;;
34;The structure of a molecule determines whether it is ... in given solute.;soluble;;
35;The structure of a molecule determines whether it is soluble in given �.;solute;;
36;The solubility of a substance is mostly determined by its �.;polarity;;
37;Polarity determines the � of a molecule in a solute.;polarity;;
38;For a substance to dissolve, it need to ... favorably with the solvent.;interact;;
39;For a substance to dissolve, it need to interact favorably with the �.;solvent;;
40;... pressure is the portion of pressure caused by a gas being dissolved.;Partial;;
41;Partial pressure is the portion of pressure caused by a ... being dissolved.;gas;;
42;Partial pressure is the portion of pressure caused by a gas being �.;dissolved;;
43;Gases can be dissolved in ... under pressure.;liquids;;
44;Gases can be dissolved in liquids under �.;pressure;;
45;... law states that the amount of dissolved gas is proportial to its partial pressure in the gas phase.;Henry's;;
46;Henry's law states that the amount of dissolved gas is proportial to its partial pressure in the ... phase.;gas;;
47;... law constant expresses the solubility of a gas in a given solution.;Henry's;;
48;Henry's law constant expresses the ... of a gas in a given solution.;solubility;;
49;... solute solubility generally increases with temperature.;Solid;;
50;Solid solute solubility generally ... with temperature.;increases;;
51;Solid solute solubility generally increases with �.;temperature;;
52;The ... of gases increases as the temperature decreases.;solubility;;
53;The solubility of ... increases as the temperature decreases.;gases;;
54;The solubility of gases increases as the temperature �.;decreases;;
55;It is safer to open a soda can when it is �.;cold;;
nr #28;Equilibrium;answer;50;
1;Equilibrium is the scientific term for �.;balance;;
2;When reactants react to form products such a reaction is called a � reaction.;forward;;
3;The reaction occurring from products to reactants is called a � reaction.;reverse;;
4;Reactions are reversible when they can go forward or backward without any extra � being used.;energy;;
5;... equilibrium occurs when both the forward and reverse reactions proceed at excatly the same rate.;Chemical;;
6;Chemical ... occurs when both the forward and reverse reactions proceed at excatly the same rate.;equilibrium;;
7;Chemical equilibrium occurs when both the forward and reverse reactions proceed at excatly the same ....;rate;;
8;An ... state is when a reactions forward progress is perfectly balanced with the reverse process.;equilibrium;;
9;An equilibrium state is when a reactions forward progress is perfectly ... with the reverse process.;balanced;;
10;An equilibrium state is when a reactions forward progress is perfectly balanced with the ... process.;reverse;;
11;At an ... state the reaction continues without change in the concentration of reactants or products.;equilibrium;;
12;At an equilibrium state the reaction ... without change in the concentration of reactants or products.;continues;;
13;At an equilibrium state the reaction continues without change in the ... of reactants or products.;concentration;;
14;When a reaction can occur in both directions it is marked by a ... arrow.;double;;
15;Chemical equlibria can be disturbed by changes in ... of substances, temperature or pressure.;concentrations;;
16;Chemical equlibria can be disturbed by changes in concentrations of substances, ... or pressure.;temperature;;
17;Chemical equlibria can be disturbed by changes in concentrations of substances, temperature or �.;pressure;;
18;When a change shifts an equilibrium ... more products are formed.;right;;
19;When a change shifts an equilibrium right more ... are formed.;products;;
20;When a change shifts an equilibrium left more ... are formed.;reactants;;
21;When a change shifts an equilibrium ... more reactants are formed.;left;;
22;� ... principle describes the effect of stress on a chemical system at equilibrium.;Le Chatelier's;;
23;Le Chatelier's principle describes the effect of ... on a chemical system at equilibrium.;stress;;
24;Le Chatelier's principle describes the effect of stress on a chemical system at ....;equilibrium;;
25;Le Chatelier's principle states that a system in equilibrium will proceed in a direction that ... stress.;minimizes;;
26;Le Chatelier's principle states that a system in equilibrium will proceed in a direction that minimizes ....;stress;;
27;� ... principle states that a system in equilibrium will proceed in a direction that minimizes stress.;Le Chatelier's;;
28;Three forms of stress on a chemical equilibrium include �, pressure and temperature.;concentraion;;
29;Three forms of stress on a chemical equilibrium include concentraion, ... and temperature.;pressure;;
30;Three forms of stress on a chemical equilibrium include concentraion, pressure and �.;temperature;;
31;... reactions proceed right at higher temperatures.;Endothermic;;
32;Endothermic reactions proceed right at ... temperatures.;higher;;
33;Endothermic reactions proceed ... at higher temperatures.;right;;
34;... reactions proceed left at lower temperatures.;Exothermic;;
35;Exothermic reactions proceed ... at lower temperatures.;right;;
36;Exothermic reactions proceed right at ... temperatures.;lower;;
nr #29;Equilibrium equations;answer;40;
1;The ... constant is a molar ratio of products over reactants at equilibrium.;equilibrium;;
2;The equilibrium constant is a molar ratio of ... over reactants at equilibrium.;products;;
3;The equilibrium constant is a ... ratio of products over reactants at equilibrium.;molar;;
4;The equilibrium constant is unique for every �.;reaction;;
5;The symbol for the equilibrium constant is �.;Keq;;
6;Please provide the equilibrium constant equation.;see fig;;
7;Products and reactants are � in the equilibrium constant equation.;multiplied;;
8;... brackets are used by chemist to represent molar concentration.;Square;;
9;Square ... are used by chemist to represent molar concentration.;brackets;;
10;Square brackets are used by chemist to represent ... concentration.;molar;;
11;The equilibrium constant is only true for a specific �;temperature;;
12;Constants are normally calculated for � degrees Celsius.;25;;
13;RICE stands for �, Initial, Change and Equilibrium.;Reaction;;
14;RICE stands for Reaction, �, Change and Equilibrium.;Initial;;
15;RICE stands for Reaction, Initial, ... and Equilibrium.;Change;;
16;A ... table is used to calculate the how much of each reactant is needed at equilibrium.;RICE;;
17;A RICE table is used to calculate the how much of each ... is needed at equilibrium.;reactant;;
18;A RICE table is used to ... the how much of each reactant is needed at equilibrium.;calculate;;
19;The ... line in RICE table is for the chemical equation of reaction.;R;;
20;The R line in RICE table is for the chemical ... of reaction.;equation;;
21;The R line in ... table is for the chemical equation of reaction.;RICE;;
22;The ... line in a RICE table is for the initial concentrations of each substance.;I;;
23;The I line in a RICE table is for the initial ... of each substance.;concentrations;;
24;The I line in a RICE table is for the initial concentrations of each �.;substance;;
25;The ... line in a RICE table is where the change in concentration is given.;C;;
26;The C line in a RICE table is where the change in ... is given.;concentration;;
27;The C line in a RICE table is where the ... in concentration is given.;change;;
28;The ... line in a RICE table is where the amount of each substance at equilibrium is given.;E;;
29;The E line in a RICE table is where the amount of each substance at ... is given.;equilibrium;;
30;The E line in a RICE table is where the amount of each � present at equilibrium is given.;substance;;
31;The ... line in a RICE table is the sum of the R and C line.;E;;
32;The E line in a RICE table is the sum of the ... and C line.;R;;
33;The E line in a RICE table is the sum of the R and ... line.;C;;
nr #30;pH and pOH;answer;50;
1;The capital H in pH stands for ....;hydrogen.;;
2;pH value describes the concentration of ... ions.;hydrogen;;
3;... is a measure of the strength of the acid or base character of a substance.;pH;;
4;pH is a measure of the strength of the ... or base character of a substance.;acid;;
5;pH is a measure of the strength of the acid or base ... of a substance.;character;;
6;The ... is chemically the power of hydrogen in a solution.;pH;;
7;The pH is basically the power of ... in a solution.;hydrogen;;
8;The pH is basically the power of hydrogen in a ....;solution;;
9;The mathematical definition of pH is ....;pH=log[H+];;
10;log[H+] is the mathematical definition of ....;pH;;
11; A � is called a hydronium ion.;H3O+;;
12;A � is called a hydroxide ion.;OH-;;
13;The dissociaion of water is a � reaction.;reversible;;
14;The Kw symbol stands for the � � �.;water dissociation constant;;
15;The symbol for the water dissociation constant is �.;Kw;;
16;The Kw is equal to �.;Kw=1*10^-14;;
17;The pH of pure water is equal to .�;7;;
18;Litmus is a chemical used as a � indicator.;pH;;
19;Litmus is coloured � in acidic pH.;pink;;
20;Litmus is coloured pink in � pH.;acidic;;
21;Litmus is coloured � in basic pH.;blue;;
22;Litmus is coloured blue in � pH.;basic;;
23;Litmus is coloured purple in � pH.;neutral;;
24;Litmus is coloured � in neutral pH.;purple;;
25;When the hydrogen concentration goes ..., the pH gets lower.;up;;
26;When the hydrogen concentration goes up, the pH gets ....;lower;;
27;When the hydrogen concentration goes ..., the pH gets higher.;down;;
28;When the hydrogen concentration goes down, the pH gets ....;higher;;
29;The pH scale is written from ... to 14.;0;;
30;The pH scale is written from 0 to �.;14;;
31;Neutral pH is between � and �.;6, 8;;
32;Numbers below 6 on the pH scale represent �.;acids;;
33;Number above 8 on the pH scale represent �.;bases;;
34;... acids dissociate completely.;Strong;;
35;Strong acids dissociate ....;completely;;
36;... acids dissociate incompletely.;Weak;;
37;Weak acids dissociate ....;incompletely;;
38;... bases consume a large amount of hydrogen ions and have very high pHs.;Strong;;
39;Strong bases consume a large amount of hydrogen ions and have very ... pHs.;high;;
40;Weak bases consume small amounts of hydrogen ions and have pHs in the �-11 range.;8;;
41;... bases consume small amounts of hydrogen ions and have pHs in the 8-11 range.;Weak;;
42;The concentration of OH- ions can be calculated the same way as the �.;pH;;
43;The sum of the pH and pOH is always �.;14;;
nr #31;Buffers, the Acid Rain Slayer;answer;40;
1;A ... solution is a solution which resists change in pH.;buffer;;
2;A buffer solution is a solution which ... change in pH.;resists;;
3;A buffer solution is a solution which resists change in ....;pH;;
4;A ... solution consists of a weak acid plus it's conjugate base or a weak base plus it's conjugate acid.;buffer;;
5;A buffer solution consists of a weak ... plus it's conjugate base or a weak base plus it's conjugate acid.;acid;;
6;A buffer solution consists of a weak acid plus it's ... base or a weak base plus it's ... acid.;conjugate, conjugate;;
7;An acid-base pair is an acid and it's � base or a base and it's � acid.;conjugate, conjugate;;
8;Weak in reference to acids and bases means that they only � dissociate.;partially;;
9;� in reference to acids and bases means that they only partially dissociate.;Weak;;
10;The � of used acids and bases make for good buffers.;weakness;;
11;The ... buffer acts as either a soruce or sink for protons.;undissociated;;
12;The undissociated ... acts as either a soruce or sink for protons.;buffer;;
13;The undissociated buffer acts as either a soruce or sink for ....;protons;;
14;The dissociation constant of acid (or base) is named � (or �) dissociation constant.;acid or base;;
15;The symbol for acid dissociation constant is �.;Ka;;
16;The symbol for base dissociation constant is �.;Kb;;
17;The � ... is the maximum concentration of hydrogen ions that a buffered solution can neutrilize.;buffering capacity;;
18;The buffering capacity is the ... concentration of hydrogen ions that a buffered solution can neutrilize.;maximum;;
19;The buffering capacity is the maximum concentration of hydrogen ions that a buffered solution can ....;neutrilize;;
20;Titration is a method for determining the ... of a solute in a solution.;concentration;;
21;The indicators .. ... is the pH at which it changes colour.;end point;;
22;The indicators end point is the ... at which it changes colour.;pH;;
23;The indicators end point is the pH at which it changes ....;colour;;
24;A ... is a glass rod for dispensing liquids in a very controlled way.;burette;;
25;A burette is a glass rod for dispensing ... in a very controlled way.;liquids;;
26;A burette allows us to keep track of how much liquid has been �.;dispensed;;
nr #32;Kinetics: Chemistry's Demolition Derby;answer;50;
1;The study of how atom collisions effect the rate of reactions is �.;kinetics;;
2;... energy is the energy threshold that must be overcome to produce a chemical reaction.;Activation;;
3;Activation energy is the energy threshold that must be ... to produce a chemical reaction.;overcome;;
4;The symbol for activation energy is �.;Ea;;
5;Ea is the symbol for � �.;activation energy;;
6;Activation energy is overcome by the ... energy of reacting particles.;kinetic;;
7;... rate is the reate at which the concentrations of reactants decrease.;Reaction;;
8;Reaction rate is the reate at which the ... of reactants decrease.;concentrations;;
9;Reaction rate is the reate at which the concentrations of ... decrease.;reactants;;
10;The reaction rate is determined �.;experimentally;;
11;Reaction's ... law is a mathematical relationship between the concentrations of the reactants and the rate of a reaction.;rate;;
12;Reaction's rate law is a mathematical relationship between the concentrations of the ... and the rate of a reaction.;reactants;;
13;Reaction's rate law is a mathematical relationship between the concentrations of the reactants and the rate of a ....;reaction;;
14;The equation for the rate law is �.;rate=k[A]^n[B]^m;;
15;The ... have have no influence in the rate law.;products;;
16;The ... of the reaction rate is determined by the sum of the exponents in the rate law equation.;order;;
17;The order of the reaction rate is determined by the ... of the exponents in the rate law equation.;sum;;
18;The order of the reaction rate is determined by the sum of the ... in the rate law equation.;exponents;;
19;The ... in the rate law are equal to the effect of the increase of a product on the reaction product determined experimentally.;exponents;;
20;The exponents in the rate law are equal to the effect of the ... of a product on the reaction product determined experimentally.;increase;;
21;The exponents in the rate law are equal to the effect of the increase of a ... on the reaction product determined experimentally.;product;;
22;The rate of the ... and reverse reactions are calculated according the same formula.;forward;;
23;Reactions are not always in equilibrium beacause the reverse reaction may be not � spontaneous.;thermodynamically;;
24;Reactions are not always in equilibrium because the forward reaction maybe so ... that any reactants reformed are immediately pushed back into products.;vigorous;;
25;Reactions are not always in equilibrium beacause the ... might physically separate and have little chance at colliding.;products;;
26;Most reactions are not in equilibrium becuase of the high � � needed.;activation energy;;
27;Most reactions are �-� and happen as fast as the slowest step.;multi-step;;
28;The �-... step is the step which determines how fast a reaction can proceed.;rate-limiting;;
29;The rate-limiting step is the step which determines how ... a reaction can proceed.;fast;;
30;The slowest step in a reaction is the one which has the � activation energy.;highest;;
31;A � is a chemical that speeds up a reaction without entering into it.;catalyst;;
32;A catalyst is a chemical that � ... a reaction without entering into it.;speeds up;;
33;A catalyst is a chemical that speeds up a reaction �. entering into it.;without;;
34;An common and important class of catalyst in living organisms are �.;enzymes;;
35;Enzymes are a type of �.;catalyst;;
nr #33;Doing Solids;answer;50;
1;Solids get their ... from the arrangment of their electrons, chemical bonds and intermolecular forces.;characteristics;;
2;There are � main classes of solids.;two;;
3;The two main classes of solids are: ... and amorphous.;crysteline;;
4;The two main classes of solids are: crystelline and �.;amorphous;;
5;A ... solid has its atoms arranged in an orderly way.;crystalline;;
6;A crystalline solid has its atoms arranged in an ... way.;orderly;;
7;An ... solids particles have no orderly pattern.;amorphous;;
8;"Amorphous means ""� �"".";without shape;;
9;Amorphous solids have particles arranged �.;randomly;;
10;The strength of the bonds in amorphous solids are �.;random;;
11;... solids don't have sharp discrete melting points.;Amoprhous;;
12;Amoprhous solids don't have sharp discrete ... points.;melting;;
13;... solids have sharp discrete melting points.;Crystelline;;
14;Crystelline solids have sharp discrete ... points.;melting;;
15;... solids are often easy to break along a plane between adjacent molecules.;Crystelline;;
16;Crystelline solids are often ... to break along a plane between adjacent molecules.;easy;;
17;Crystelline solids tend to break � the plane between adjacent molecules.;along;;
18;... solids rarely break along straight lines.;Amorphous;;
19;� solids respond the same to forces from every direction and therefore are isotropic.;Amorphous;;
20;Amorphous solids respond the ... to forces from every direction and therefore are isotropic.;same;;
21;Amorphous solids respond the same to forces from every direction and therefore are ....;isotropic;;
22;... solids are anisotropic, they break differently depending on which plane you hit.;Crystalline;;
23;Crystalline solids are ..., they break differently depending on which plane you hit.;anisotropic;;
24;Crystalline solids are anisotropic, they break differently depending on which ... you hit.;plane;;
25;Crystalline solids can be divided into � types.;three;;
26;Crystelline solids types are: ..., ionic, or atomic.;molecular;;
27;Crystelline solids types are: molecular, ..., or atomic.;ionic;;
28;Crystelline solids types are: molecular, ionic, or ....;atomic;;
29;Molecular solids are made up of � compounds.;covalent;;
30;Molecular solids form orderly crystalline structures as they �, while there molecules remain unchanged.;solidify;;
31;Molecular solids break down �.;easily;;
32;Molecular solids tend to be soft and have fairly � melting points.;lower;;
33;Ionic solids are solid forms of � compounds.;ionic;;
34;Epsom salt is the name for � �.;magnesium sulfate;;
35;Ionic solids are often soluble in � and other � solvents.;water, polar;;
36;Ionic solids have very � melting points.;high;;
37;Atomic solids are made up of indiviudal �.;atoms;;
38;There are � types of atomic solids.;three;;
39;The types of atomic solids are: ... solids, metals and group 18 solids.;network;;
40;The types of atomic solids are: network solids, ... and group 18 solids.;metals;;
41;The types of atomic solids are: network solids, metals and group ... solids.;18;;
42;Network solids atoms form a � crystal structure.;rigid;;
43;Diamonds are belong to � solids which are atomic solids.;network;;
44;Group 18 solids are the � ... materials of the noble gases - group 18 on the periodic table.;solid phase;;
45;Metal crystalline structures form according to � � �.;closest packing arrangements ;;
46;Most metals are quite � and ductile in spite of their orderly arrangement.;malleable;;
47;... means something is able to be pounded flat.;Malleable;;
48;Most metals are quite malleable and ... in spite of their orderly arrangement.;ductile;;
49;... means something can be stretched into a wire.;Ductile;;
50;... in metals for a kind of sea of ... with freedom of movement.;Electrons;;
51;The freely moving electrons are the main reason that metals � heat and electricity.;conduct;;
52;In metals, electrons form large, somewhat unstable � around collections of atoms.;orbitals;;
53;The bonds in a crystal are the same � and strength.;length;;
54;Crystalline solids have very specific � points.;melting;;
55;� solids are generally more brittle than � ones.;"Crystallne; amorphous";;
nr #34;Network solids and carbon;answer;45;
1;Different network solids can be made up of the same atoms but with different atomic �.;networks;;
2;The different atomic networks include �, sheets and three-dimensional networks. ;chains;;
3;The different atomic networks include chains, ... and three-dimensional networks. ;sheets;;
4;The different atomic networks include chains, sheets and ...-dimensional networks. ;three;;
5;The type od ... ... determines the physical properties of a network solid.;atomic network;;
6;... in a network solid exist in a network structure.;Atoms;;
7;An atomic network involves the ... of each atom to several others in various directions.;linking;;
8;Carbon can bond with itself in � ways.;two;;
9;SP2 hybdirized carbon forms a � sheet atomic network.;hexagonal;;
10;The carbon in a hexagonal sheet network has one unhybridized � orbital left on each atom.;P;;
11;The unhydrizized P oribtals in a carbon hexagonal sheet form � bonds that merge into an extensive network.;pi;;
12;The � bonds give strength to a carbon hexagonal sheet.;pi;;
13;Carbon atoms in � are arranged in a � � atomic network.;hexagonal sheet;;
14;In a diamond the bonding electrons in each atom are arranged in � oribtals.;SP3;;
15;The SP3 bonding electrons in diamonds create a totally �, three dimensional network of carbon in every direction.;uniform;;
16;A ... plane is the plane along which a crystal or solid breaks.;cleavage;;
17;A cleavage plane is the plane along which a crystal or solid ....;breaks;;
18;Diamonds are electrical �.;insulators;;
19;Carbon atoms in diamonds share � bonds.;sigma;;
20;Both graphite and diamond are good conductors of �.;heat;;
nr #35;Silicon - the Internet's Favorite Element;answer;70;
1;... is the most abundant element in the Earth's crust.;Silicon;;
2;Silicon is the most ... element in the Earth's crust.;abundant;;
3;... oxides are known as silicates.;Silicon;;
4;Silicon ... are known as silicates.;oxides;;
5;Silicon oxides are known as ....;silicates;;
6;Crystals of elemental silicon form the basis of ... used in electronics.;silicates;;
7;... of elemental silicon form the basis of semiconductors.;Crystals;;
8;Crystals of elemental ... form the basis of semiconductors.;silicon;;
9;The chemical formula of silica is �.;SiO2;;
10;Silica exists as a � �.;network solid;;
11;Silica structure is based on a � arrangement of a silica atom bonded to four oxygen atoms.;tetrahedral;;
12;Oxygens in silica bond to � silicon atoms.;two;;
13;Silica can form ... or three dimensional crystals.;sheets;;
14;Ceramics are � forms of silica.;sheet;;
15;Glass is a three dimensional silica based � solid.;Amoprhous;;
16;Silica based substances are electrical �.;insulators;;
17;Silica based materials do not have free � and therefore cannot transfer charges over a distance.;electrons;;
18;Silicon containing materials can be made to transfer electricity by a process called �.;doping;;
19;Silicon doping involves incorporating � into a crystal.;impurities;;
20;Impurities incorporated during silicon doping mess up its � balance.;electron;;
21;Doping silicon with an element with more electrons the resulting crystal will contain � electrons.;excess;;
22;Doping silicon with an element with fewer electrons results in � where electrons are missing in the structure.;holes;;
23;Doped silicon crystals are known as �-� semiconductors.;solid-state;;
24;Doped silicon crystals are known as solid-state �.;semiconductors;;
25;�-type � semiconductors are doped with elements that add electrons.;N-type negative;;
26;�-type � semiconductors are doped with elements that create an electron deficiency.;P-type positive;;
27;... semiconductors have electrons which move about the crystal.;N-type;;
28;Silicon semicondcutors conduct electricity at specific �.;conditions;;
29;A � is made up of P-type and N-type semiconductors placed next each other.;diode;;
30;When in a diode the �-type semiconductor is connected to the cathode a reverse bias is created.;P-type;;
31;When in a diode the P-type semiconductor is connected to the � a reverse bias is created.;cathode;;
32;When in a diode the �-type semiconductor is connected to the anode a reverse bias is created.;N-type;;
33;When in a diode the N-type semiconductor is connected to the � a reverse bias is created.;anode;;
34;When in a diode the P-type semiconductor is connected to the cathode a ... bias is created.;reverse;;
35;A reverse bias � the current flow.;stops;;
36;When in a diode the �-type semiconductor is connected to the cathode a positive bias is created.;N-type;;
37;When in a diode the P-type semiconductor is connected to the � a positive bias is created.;anode;;
38;When in a diode the �-type semiconductor is connected to the anode a positive bias is created.;P-type;;
39;When in a diode the N-type semiconductor is connected to the � a positive bias is created.;cathode;;
